Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,11,10,12,13,75,9,104,"0,00%","119,0","48,9","9,35"
Total,1000,11,10,12,13,75,9,104,"0,00%","119,0","48,9","9,35"
