Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,4,3,4,4,57,2,132,"0,00%","221,9","73,5","10,53"
Total,2000,4,3,4,4,57,2,132,"0,00%","221,9","73,5","10,53"
