Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,3,2,3,3,65,1,99,"0,00%","230,6","89,4","8,83"
Total,2000,3,2,3,3,65,1,99,"0,00%","230,6","89,4","8,83"
