Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,2,1,2,2,50,1,96,"0,00%","230,6","89,4","8,30"
Total,2000,2,1,2,2,50,1,96,"0,00%","230,6","89,4","8,30"
