Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,11,4,5,21,229,3,343,"0,00%","119,0","56,6","36,12"
Total,1000,11,4,5,21,229,3,343,"0,00%","119,0","56,6","36,12"
