Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,4,3,4,4,72,3,93,"0,00%","154,5","59,9","9,33"
Total,1000,4,3,4,4,72,3,93,"0,00%","154,5","59,9","9,33"
