Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,7,2,3,4,176,1,201,"0,00%","291,2","112,9","27,46"
Total,2000,7,2,3,4,176,1,201,"0,00%","291,2","112,9","27,46"
