Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,3,1,2,2,100,0,129,"0,00%","417,4","161,8","13,00"
Total,3000,3,1,2,2,100,0,129,"0,00%","417,4","161,8","13,00"
