Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,5,2,3,4,159,1,179,"0,00%","419,5","162,6","20,41"
Total,3000,5,2,3,4,159,1,179,"0,00%","419,5","162,6","20,41"
