Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,11,9,13,18,84,6,125,"0,00%","118,6","45,1","12,45"
Total,1000,11,9,13,18,84,6,125,"0,00%","118,6","45,1","12,45"
