Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,16,13,18,25,145,9,187,"0,00%","328,9","124,9","17,99"
Total,3000,16,13,18,25,145,9,187,"0,00%","328,9","124,9","17,99"
