Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,13,12,16,19,59,8,119,"0,00%","227,6","86,5","9,70"
Total,2000,13,12,16,19,59,8,119,"0,00%","227,6","86,5","9,70"
