Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,30,27,33,41,154,20,171,"0,00%","228,3","86,7","16,73"
Total,2000,30,27,33,41,154,20,171,"0,00%","228,3","86,7","16,73"
