timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1549614290077,32950,18.218.92.100 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549614290077,315,18.218.92.100 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549614291078,32950,18.218.92.100 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549614291078,1000,18.218.92.100 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549614292078,32950,18.218.92.100 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549614292078,624,18.218.92.100 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549614293078,32950,18.218.92.100 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549614293078,1500,18.218.92.100 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549614294079,32950,18.218.92.100 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549614294079,500,18.218.92.100 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549614295079,32950,18.218.92.100 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549614295079,873,18.218.92.100 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549614296079,32950,18.218.92.100 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549614296079,501,18.218.92.100 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549614297080,32950,18.218.92.100 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549614297080,749,18.218.92.100 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549614298080,32950,18.218.92.100 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549614298080,250,18.218.92.100 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549614299080,32950,18.218.92.100 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549614299080,747,18.218.92.100 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549614300080,32950,18.218.92.100 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549614300080,625,18.218.92.100 CPU,,,,,true,,0,0,0,0,null,0,0,0
