Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,5,4,5,5,82,2,100,"0,00%","94,6","23,8","9,92"
Total,1000,5,4,5,5,82,2,100,"0,00%","94,6","23,8","9,92"
