Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,3,3,5,6,13,1,102,"0,00%","264,7","66,7","6,84"
Total,3000,3,3,5,6,13,1,102,"0,00%","264,7","66,7","6,84"
