Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,4,3,5,5,65,1,140,"0,00%","182,9","46,1","11,73"
Total,2000,4,3,5,5,65,1,140,"0,00%","182,9","46,1","11,73"
