Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,3,1,1,2,115,0,128,"0,00%","116,3","27,7","14,96"
Total,1000,3,1,1,2,115,0,128,"0,00%","116,3","27,7","14,96"
