Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,4,3,5,5,30,1,99,"0,00%","181,8","45,8","7,93"
Total,2000,4,3,5,5,30,1,99,"0,00%","181,8","45,8","7,93"
