Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,4,3,4,5,60,1,150,"0,00%","266,1","67,0","11,13"
Total,3000,4,3,4,5,60,1,150,"0,00%","266,1","67,0","11,13"
