Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,2,2,2,2,59,1,116,"0,00%","182,6","60,4","9,63"
Total,2000,2,2,2,2,59,1,116,"0,00%","182,6","60,4","9,63"
