timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1549843772103,1418,3.16.22.239 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549843772103,32557,3.16.22.239 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549843773107,6007,3.16.22.239 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549843773107,32557,3.16.22.239 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549843774107,7035,3.16.22.239 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549843774108,32557,3.16.22.239 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549843775108,7035,3.16.22.239 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549843775108,32557,3.16.22.239 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549843776108,7277,3.16.22.239 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549843776108,32557,3.16.22.239 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549843777108,7052,3.16.22.239 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549843777108,32557,3.16.22.239 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549843778109,7990,3.16.22.239 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549843778109,32557,3.16.22.239 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549843779109,7509,3.16.22.239 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549843779109,32557,3.16.22.239 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549843780109,7990,3.16.22.239 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549843780109,32557,3.16.22.239 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549843781109,8125,3.16.22.239 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549843781109,32557,3.16.22.239 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549843782110,8104,3.16.22.239 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549843782110,32557,3.16.22.239 Memory,,,,,true,,0,0,0,0,null,0,0,0
