Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,4,3,4,4,44,2,100,"0,00%","94,8","31,4","8,52"
Total,1000,4,3,4,4,44,2,100,"0,00%","94,8","31,4","8,52"
