Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,6,5,6,6,75,4,131,"0,00%","185,1","61,6","11,06"
Total,2000,6,5,6,6,75,4,131,"0,00%","185,1","61,6","11,06"
