Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,6,2,3,4,201,1,241,"0,00%","408,9","209,2","28,88"
Total,3000,6,2,3,4,201,1,241,"0,00%","408,9","209,2","28,88"
