Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,3194,3465,5315,5663,6589,100,7027,"0,00%","186,3","76,6","1733,78"
Total,3000,3194,3465,5315,5663,6589,100,7027,"0,00%","186,3","76,6","1733,78"
