Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,2,1,2,2,58,1,95,"0,00%","230,7","87,2","8,43"
Total,2000,2,1,2,2,58,1,95,"0,00%","230,7","87,2","8,43"
