Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,3,2,3,3,98,1,142,"0,00%","416,0","212,8","12,92"
Total,3000,3,2,3,3,98,1,142,"0,00%","416,0","212,8","12,92"
