Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,4,3,4,4,35,3,1002,"0,00%","332,6","128,9","20,23"
Total,3000,4,3,4,4,35,3,1002,"0,00%","332,6","128,9","20,23"
