Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,4,3,4,4,25,3,88,"0,00%","119,6","46,4","7,32"
Total,1000,4,3,4,4,25,3,88,"0,00%","119,6","46,4","7,32"
