Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,3,2,3,3,56,1,104,"0,00%","230,4","89,3","8,57"
Total,2000,3,2,3,3,56,1,104,"0,00%","230,4","89,3","8,57"
