Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,4,4,4,4,81,3,102,"0,00%","119,0","53,1","9,86"
Total,1000,4,4,4,4,81,3,102,"0,00%","119,0","53,1","9,86"
