Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,12,11,12,13,97,9,149,"0,00%","96,3","39,6","12,79"
Total,1000,12,11,12,13,97,9,149,"0,00%","96,3","39,6","12,79"
