Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,5,2,3,4,154,2,170,"0,00%","293,0","130,5","21,38"
Total,2000,5,2,3,4,154,2,170,"0,00%","293,0","130,5","21,38"
