Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,6,4,4,5,118,3,132,"0,00%","155,3","69,3","15,43"
Total,1000,6,4,4,5,118,3,132,"0,00%","155,3","69,3","15,43"
