Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,6,5,6,6,73,4,109,"0,00%","96,3","49,4","10,52"
Total,1000,6,5,6,6,73,4,109,"0,00%","96,3","49,4","10,52"
