Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,3,1,2,2,113,1,141,"0,00%","323,6","107,1","14,05"
Total,3000,3,1,2,2,113,1,141,"0,00%","323,6","107,1","14,05"
