Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,3,3,3,4,8,2,101,"0,00%","324,6","107,5","6,59"
Total,3000,3,3,3,4,8,2,101,"0,00%","324,6","107,5","6,59"
