Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,4,3,5,6,63,2,139,"0,00%","272,9","103,7","11,51"
Total,3000,4,3,5,6,63,2,139,"0,00%","272,9","103,7","11,51"
