Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,24,4,5,14,1001,3,1004,"0,00%","249,7","118,8","119,71"
Total,3000,24,4,5,14,1001,3,1004,"0,00%","249,7","118,8","119,71"
