Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,6,5,6,6,65,4,131,"0,00%","268,2","89,3","10,17"
Total,3000,6,5,6,6,65,4,131,"0,00%","268,2","89,3","10,17"
