Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,6,5,6,7,73,4,113,"0,00%","184,3","61,3","10,45"
Total,2000,6,5,6,7,73,4,113,"0,00%","184,3","61,3","10,45"
