Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,4,3,4,4,41,2,139,"0,00%","267,3","88,5","10,05"
Total,3000,4,3,4,4,41,2,139,"0,00%","267,3","88,5","10,05"
