Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,2,1,1,2,86,0,152,"0,00%","270,8","110,8","12,95"
Total,3000,2,1,1,2,86,0,152,"0,00%","270,8","110,8","12,95"
