Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,1,1,1,1,23,0,126,"0,00%","187,3","76,6","8,69"
Total,2000,1,1,1,1,23,0,126,"0,00%","187,3","76,6","8,69"
