Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,4,3,4,4,81,2,108,"0,00%","95,1","31,5","10,53"
Total,1000,4,3,4,4,81,2,108,"0,00%","95,1","31,5","10,53"
