Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,3,2,2,2,133,1,165,"0,00%","267,3","88,4","16,28"
Total,3000,3,2,2,2,133,1,165,"0,00%","267,3","88,4","16,28"
