Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,5,3,4,5,102,2,117,"0,00%","155,5","79,6","13,34"
Total,1000,5,3,4,5,102,2,117,"0,00%","155,5","79,6","13,34"
