Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,5,3,5,7,126,2,180,"0,00%","415,4","212,7","17,11"
Total,3000,5,3,5,7,126,2,180,"0,00%","415,4","212,7","17,11"
