Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,3,2,2,3,70,1,128,"0,00%","417,4","213,5","11,42"
Total,3000,3,2,2,3,70,1,128,"0,00%","417,4","213,5","11,42"
