Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,16,13,18,26,156,7,200,"0,00%","405,2","153,9","19,38"
Total,3000,16,13,18,26,156,7,200,"0,00%","405,2","153,9","19,38"
