Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,3047,3136,5208,5525,6167,154,7239,"0,00%","194,0","79,7","1681,30"
Total,3000,3047,3136,5208,5525,6167,154,7239,"0,00%","194,0","79,7","1681,30"
