Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,59,12,24,489,1019,8,1030,"0,00%","272,1","111,9","195,42"
Total,3000,59,12,24,489,1019,8,1030,"0,00%","272,1","111,9","195,42"
