Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,53,11,16,416,1011,8,1015,"0,00%","172,6","70,9","178,09"
Total,2000,53,11,16,416,1011,8,1015,"0,00%","172,6","70,9","178,09"
