Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,7,1,2,4,236,1,320,"0,00%","412,1","152,5","36,21"
Total,3000,7,1,2,4,236,1,320,"0,00%","412,1","152,5","36,21"
