Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,2,1,1,2,96,0,120,"0,00%","294,7","111,4","12,72"
Total,2000,2,1,1,2,96,0,120,"0,00%","294,7","111,4","12,72"
