Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,4,3,4,6,27,1,142,"0,00%","319,7","80,5","10,51"
Total,3000,4,3,4,6,27,1,142,"0,00%","319,7","80,5","10,51"
