Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,6,4,5,9,112,2,120,"0,00%","115,8","29,2","14,63"
Total,1000,6,4,5,9,112,2,120,"0,00%","115,8","29,2","14,63"
