Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,4,3,4,6,59,1,149,"0,00%","318,0","80,1","12,61"
Total,3000,4,3,4,6,59,1,149,"0,00%","318,0","80,1","12,61"
