Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,3,2,3,3,72,2,107,"0,00%","155,4","60,2","9,65"
Total,1000,3,2,3,3,72,2,107,"0,00%","155,4","60,2","9,65"
