Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,4,2,3,4,135,1,158,"0,00%","422,5","163,8","17,46"
Total,3000,4,2,3,4,135,1,158,"0,00%","422,5","163,8","17,46"
