Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,466,403,808,1354,1752,36,2013,"0,00%","182,9","75,0","346,31"
Total,2000,466,403,808,1354,1752,36,2013,"0,00%","182,9","75,0","346,31"
