Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,7,6,7,8,85,5,122,"0,00%","294,3","140,5","10,80"
Total,2000,7,6,7,8,85,5,122,"0,00%","294,3","140,5","10,80"
