Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,5,3,4,4,104,2,128,"0,00%","296,6","141,3","13,49"
Total,2000,5,3,4,4,104,2,128,"0,00%","296,6","141,3","13,49"
